tournament_id,year,doubles,prize_money,surface,sex
ITF Tampa Men - 2015,2015,False,"$10,000",clay,men
ITF Tampa Men - 2014,2014,False,"$10,000",clay,men
ITF Tampa Men - 2013,2013,False,"$10,000",clay,men
ITF Tampa Men - 2012,2012,False,"$10,000",clay,men
ITF Tucson 2 Men - 2019,2019,False,"$15,000",hard,men
ITF Tucson Men - 2019,2019,False,"$25,000",hard,men
ITF Tulsa 2 Men - 2014,2014,False,"$10,000",hard,men
ITF Tulsa Men - 2019,2019,False,"$25,000",hard,men
ITF Tulsa Men - 2018,2018,False,"$25,000",hard,men
ITF Tulsa Men - 2017,2017,False,"$25,000",hard,men
ITF Tulsa Men - 2016,2016,False,"$25,000",hard,men
ITF Tulsa Men - 2015,2015,False,"$15,000",hard,men
ITF Tulsa Men - 2014,2014,False,"$15,000",hard,men
