""
""
""
0,
1,
""
""
,year,doubles,prize_money,surface,sex
ATP Beijing - 2009,2009,False,"$2,100,500",hard,men
ATP Chengdu - 2018,2018,False,"$1,070,04",hard,men
ATP Chengdu - 2017,2017,False,"$1,028,885",hard,men
ATP Chengdu - 2016,2016,False,"$947,735",hard,men
ATP Shanghai - 2018,2018,False,"$7,086,700",hard,men
ATP Shanghai - 2017,2017,False,"$5,924,890",hard,men
ATP Shanghai - 2016,2016,False,"$7,655,640",hard,men
ATP Shanghai - 2015,2015,False,"$7,021,335",hard,men
ATP Shanghai - 2014,2014,False,"$6,521,695",hard,men
ATP Shanghai - 2013,2013,False,"$6,211,445",hard,men
ATP Shanghai - 2012,2012,False,"$5,891,600",hard,men
ATP Shanghai - 2011,2011,False,"$5,650,000",hard,men
ATP Shanghai - 2010,2010,False,"$5,250,000",hard,men
ATP Shanghai - 2009,2009,False,"$3,240,000",hard,men
ATP Shenzhen - 2018,2018,False,"$733,655",hard,men
ATP Shenzhen - 2017,2017,False,"$666,960",hard,men
ATP Shenzhen - 2016,2016,False,"$704,140",hard,men
ATP Shenzhen - 2015,2015,False,"$668,945",hard,men
ATP Shenzhen - 2014,2014,False,"$655,955",hard,men
An-Ning Challenger Men - 2019,2019,False,"$162,480",clay,men
An-Ning Challenger Men - 2018,2018,False,"$150,000",clay,men
An-Ning Challenger Men - 2017,2017,False,"$150,000",clay,men
An-Ning Challenger Men - 2016,2016,False,"$100,000",clay,men
An-Ning Challenger Men - 2015,2015,False,"$50,000",clay,men
An-Ning Challenger Men - 2014,2014,False,"$50,000",clay,men
An-Ning Challenger Men - 2013,2013,False,"$50,000",clay,men
An-Ning Challenger Men - 2012,2012,False,"$50,000",clay,men
Beijing Challenger Men - 2013,2013,False,"$75,000",hard,men
Beijing Challenger Men - 2012,2012,False,"$75,000",hard,men
Beijing Challenger Men - 2011,2011,False,"$75,000",hard,men
Beijing Challenger Men - 2010,2010,False,"$75,000",hard,men
Chengdu Challenger Men - 2018,2018,False,"$125,000",hard,men
Chengdu Challenger Men - 2017,2017,False,"$125,000",hard,men
Chengdu Challenger Men - 2016,2016,False,"$125,000",hard,men
Guangzhou Challenger Men - 2016,2016,False,"$50,000",hard,men
Guangzhou Challenger Men - 2015,2015,False,"$50,000",hard,men
Guangzhou Challenger Men - 2014,2014,False,"$50,000",hard,men
Guangzhou Challenger Men - 2011,2011,False,"$35,000",hard,men
ITF Chengdu 2 Men - 2013,2013,False,"$15,000",hard,men
ITF Chengdu Men - 2013,2013,False,"$15,000",hard,men
ITF Chengdu Men - 2012,2012,False,"$15,000",hard,men
ITF Fuzhou Men - 2013,2013,False,"$15,000",hard,men
ITF Mengzi Men - 2012,2012,False,"$15,000",hard,men
ITF Putian Men - 2013,2013,False,"$15,000",hard,men
ITF Shenyang 2 Men - 2012,2012,False,"$15,000",hard,men
ITF Shenyang Men - 2012,2012,False,"$15,000",hard,men
ITF Shenzhen 2 Men - 2012,2012,False,$0,hard,men
ITF Shenzhen Men - 2012,2012,False,"$15,000",hard,men
ITF Yuxi Men - 2013,2013,False,"$15,000",hard,men
ITF Yuxi Men - 2012,2012,False,"$15,000",hard,men
ITF Zhangjiagang Men - 2012,2012,False,"$15,000",hard,men
Jinan Challenger Men - 2018,2018,False,"$150,000",hard,men
Jinan Challenger Men - 2017,2017,False,"$150,000",hard,men
Kun-Ming Challenger Men - 2013,2013,False,"$125,000",hard,men
tournament_id,year,doubles,prize_money,surface,sex
Iquique Challenger Men - 2009,2009,False,"$35,000",clay,men
Santiago 2 Challenger Men - 2017,2017,False,"$50,000",clay,men
Santiago 2 Challenger Men - 2016,2016,False,"$50,000",clay,men
Santiago 2 Challenger Men - 2015,2015,False,"$50,000",clay,men
Santiago 2 Challenger Men - 2010,2010,False,"$100,000",clay,men
Santiago 2 Challenger Men - 2009,2009,False,"$100,000",clay,men
Santiago Challenger Men - 2019,2019,False,"$54,160",clay,men
Santiago Challenger Men - 2018,2018,False,"$50,000",clay,men
Santiago Challenger Men - 2017,2017,False,"$50,000",clay,men
Santiago Challenger Men - 2016,2016,False,"$50,000",clay,men
Santiago Challenger Men - 2015,2015,False,"$40,000",clay,men
Santiago Challenger Men - 2014,2014,False,"$400,000",clay,men
Santiago Challenger Men - 2013,2013,False,"$35,000",clay,men
Santiago Challenger Men - 2012,2012,False,"$35,000",clay,men
Santiago Challenger Men - 2011,2011,False,"$35,000",clay,men
Santiago Challenger Men - 2009,2009,False,"$35,000",clay,men
ATP Beijing - 2018,2018,False,"$3,401,860",hard,men
ATP Beijing - 2017,2017,False,"$3,028,080",hard,men
ATP Beijing - 2016,2016,False,"$4,164,780",hard,men
ATP Beijing - 2015,2015,False,"$3,944,715",hard,men
ATP Beijing - 2014,2014,False,"$3,755,065",hard,men
ATP Beijing - 2013,2013,False,"$3,566,050",hard,men
ATP Beijing - 2012,2012,False,"$3,441,500",hard,men
ATP Beijing - 2011,2011,False,"$3,336,500",hard,men
ATP Beijing - 2010,2010,False,"$3,336,500",hard,men
ATP Beijing - 2009,2009,False,"$2,100,500",hard,men
ATP Chengdu - 2018,2018,False,"$1,070,04",hard,men
ATP Chengdu - 2017,2017,False,"$1,028,885",hard,men
ATP Chengdu - 2016,2016,False,"$947,735",hard,men
tournament_id,year,doubles,prize_money,surface,sex
ATP Shanghai - 2018,2018,False,"$7,086,700",hard,men
ATP Shanghai - 2017,2017,False,"$5,924,890",hard,men
ATP Shanghai - 2016,2016,False,"$7,655,640",hard,men
ATP Shanghai - 2015,2015,False,"$7,021,335",hard,men
ATP Shanghai - 2014,2014,False,"$6,521,695",hard,men
ATP Shanghai - 2013,2013,False,"$6,211,445",hard,men
ATP Shanghai - 2012,2012,False,"$5,891,600",hard,men
ATP Shanghai - 2011,2011,False,"$5,650,000",hard,men
ATP Shanghai - 2010,2010,False,"$5,250,000",hard,men
ATP Shanghai - 2009,2009,False,"$3,240,000",hard,men
ATP Shenzhen - 2018,2018,False,"$733,655",hard,men
ATP Shenzhen - 2017,2017,False,"$666,960",hard,men
ATP Shenzhen - 2016,2016,False,"$704,140",hard,men
ATP Shenzhen - 2015,2015,False,"$668,945",hard,men
ATP Shenzhen - 2014,2014,False,"$655,955",hard,men
tournament_id,year,doubles,prize_money,surface,sex
An-Ning Challenger Men - 2019,2019,False,"$162,480",clay,men
An-Ning Challenger Men - 2018,2018,False,"$150,000",clay,men
An-Ning Challenger Men - 2017,2017,False,"$150,000",clay,men
An-Ning Challenger Men - 2016,2016,False,"$100,000",clay,men
An-Ning Challenger Men - 2015,2015,False,"$50,000",clay,men
An-Ning Challenger Men - 2014,2014,False,"$50,000",clay,men
An-Ning Challenger Men - 2013,2013,False,"$50,000",clay,men
An-Ning Challenger Men - 2012,2012,False,"$50,000",clay,men
