tournament_id,year,doubles,prize_money,surface,sex
Girls Wimbledon - 2016,2016,False,$0,grass,men
Glasgow Challenger Men - 2018,2018,False,"€85,000",hard,men
Glasgow Challenger Men - 2015,2015,False,"€42,500",hard,men
ITF Barnstaple Men - 2019,2019,False,"$25,000",hard,men
ITF Barnstaple Men - 2018,2018,False,"$15,000",hard,men
ITF Barnstaple Men - 2017,2017,False,"$15,000",hard,men
ITF Barnstaple Men - 2016,2016,False,"$10,000",hard,men
ITF Bath Men - 2015,2015,False,"$15,000",hard,men
ITF Bath Men - 2014,2014,False,"$15,000",hard,men
ITF Bath Men - 2013,2013,False,"$15,000",hard,men
ITF Bath Men - 2012,2012,False,"$15,000",hard,men
ITF Birmingham 2 Men - 2012,2012,False,"$15,000",hard,men
ITF Bolton Men - 2019,2019,False,"$25,000",hard,men
ITF Bournemouth Men - 2014,2014,False,"$10,000",clay,men
ITF Bournemouth Men - 2012,2012,False,"$10,000",clay,men
ITF Cardiff Men - 2013,2013,False,"$10,000",hard,men
ITF Cardiff Men - 2012,2012,False,"$15,000",hard,men
ITF Cardiff Men - 2011,2011,False,"$15,000",hard,men
ITF Chiswick Men - 2013,2013,False,"$15,000",hard,men
ITF Chiswick Men - 2011,2011,False,"$15,000",hard,men
ITF Cumberland Men - 2012,2012,False,"$15,000",hard,men
ITF Edgbaston Men - 2013,2013,False,"$10,000",hard,men
ITF Edinburgh Men - 2014,2014,False,"$10,000",clay,men
ITF Edinburgh Men - 2012,2012,False,"$10,000",clay,men
ITF Felixstowe Men - 2015,2015,False,"$15,000",grass,men
ITF Felixstowe Men - 2013,2013,False,"$10,000",grass,men
ITF Felixstowe Men - 2012,2012,False,"$10,000",grass,men
ITF Frinton Men - 2015,2015,False,"$15,000",grass,men
ITF Frinton Men - 2014,2014,False,"$15,000",grass,men
ITF Glasgow 2 Men - 2012,2012,False,"$15,000",hard,men
ITF Glasgow Men - 2019,2019,False,"$25,000",hard,men
ITF Glasgow Men - 2018,2018,False,"$15,000",hard,men
ITF Glasgow Men - 2017,2017,False,"$15,000",hard,men
ITF Glasgow Men - 2016,2016,False,"$10,000",hard,men
ITF Glasgow Men - 2014,2014,False,"$10,000",hard,men
ITF Glasgow Men - 2013,2013,False,"$10,000",hard,men
ITF Glasgow Men - 2012,2012,False,"$15,000",hard,men
ITF Ilkley Men - 2014,2014,False,"$15,000",grass,men
ITF Ilkley Men - 2012,2012,False,"$10,000",grass,men
ITF London - Roehampton Men - 2018,2018,False,"$15,000",hard,men
ITF London - Roehampton Men - 2017,2017,False,"$15,000",hard,men
ITF London - Roehampton Men - 2015,2015,False,"$15,000",hard,men
ITF London - Roehampton Men - 2013,2013,False,"$10,000",hard,men
ITF London - Roehampton Men - 2012,2012,False,"$10,000",hard,men
ITF London Men - 2014,2014,False,"$15,000",hard,men
ITF London Men - 2011,2011,False,"$15,000",hard,men
ITF Loughborough Men - 2018,2018,False,"$15,000",hard,men
ITF Loughborough Men - 2016,2016,False,"$10,000",hard,men
ITF Loughborough Men - 2014,2014,False,"$15,000",hard,men
ITF Loughborough Men - 2013,2013,False,"$10,000",hard,men
ITF Loughborough Men - 2012,2012,False,"$10,000",hard,men
ITF Manchester Men - 2014,2014,False,"$15,000",grass,men
ITF Manchester Men - 2013,2013,False,"$10,000",grass,men
ITF Manchester Men - 2012,2012,False,"$10,000",grass,men
ITF Newcastle Men - 2014,2014,False,"$10,000",clay,men
ITF Nottingham Men - 2018,2018,False,"$15,000",hard,men
ITF Nottingham Men - 2017,2017,False,"$15,000",hard,men
ITF Nottingham Men - 2015,2015,False,"$15,000",hard,men
ITF Nottingham Men - 2014,2014,False,"$10,000",hard,men
ITF Nottingham Men - 2013,2013,False,"$10,000",hard,men
ITF Nottingham Men - 2012,2012,False,"$10,000",hard,men
ITF Preston Men - 2014,2014,False,"$10,000",hard,men
ITF Preston Men - 2013,2013,False,"$10,000",hard,men
ITF Sheffield 2 Men - 2013,2013,False,"$10,000",hard,men
ITF Sheffield Men - 2016,2016,False,"$10,000",hard,men
ITF Sheffield Men - 2015,2015,False,"$10,000",hard,men
ITF Sheffield Men - 2014,2014,False,"$10,000",hard,men
ITF Sheffield Men - 2013,2013,False,"$10,000",hard,men
ITF Sheffield Men - 2012,2012,False,"$15,000",hard,men
ITF Shrewsbury Men - 2018,2018,False,"$25,000",hard,men
ITF Shrewsbury Men - 2017,2017,False,"$15,000",hard,men
ITF Shrewsbury Men - 2016,2016,False,"$10,000",hard,men
ITF Shrewsbury Men - 2015,2015,False,"$15,000",hard,men
ITF Shrewsbury Men - 2014,2014,False,"$10,000",hard,men
ITF Shrewsbury Men - 2013,2013,False,"$10,000",hard,men
ITF Sunderland 2 Men - 2013,2013,False,"$10,000",hard,men
ITF Sunderland Men - 2019,2019,False,"$25,000",hard,men
ITF Sunderland Men - 2016,2016,False,"$10,000",hard,men
ITF Sunderland Men - 2015,2015,False,"$10,000",hard,men
ITF Sunderland Men - 2014,2014,False,"$10,000",hard,men
ITF Sunderland Men - 2013,2013,False,"$10,000",hard,men
ITF Tipton Men - 2017,2017,False,"$15,000",hard,men
ITF Tipton Men - 2015,2015,False,"$15,000",hard,men
ITF Tipton Men - 2014,2014,False,"$10,000",hard,men
ITF Tipton Men - 2013,2013,False,"$10,000",hard,men
ITF Wirral Men - 2015,2015,False,"$15,000",hard,men
ITF Wirral Men - 2014,2014,False,"$10,000",hard,men
ITF Wirral Men - 2013,2013,False,"$15,000",hard,men
ITF Wirral Men - 2012,2012,False,"$15,000",hard,men
tournament_id,year,doubles,prize_money,surface,sex
ITF Wirral Men - 2015,2015,False,"$15,000",hard,men
ITF Wirral Men - 2014,2014,False,"$10,000",hard,men
ITF Wirral Men - 2013,2013,False,"$15,000",hard,men
ITF Wirral Men - 2012,2012,False,"$15,000",hard,men
