tournament_id,year,doubles,prize_money,surface,sex
ITF Corrientes Men - 2013,2013,False,"$10,000",clay,men
ITF Corrientes Men - 2012,2012,False,"$10,000",clay,men
ITF Dolores Men - 2012,2012,False,"$10,000",clay,men
ITF La Rioja Men - 2012,2012,False,"$10,000",clay,men
ITF Mar del Plata Men - 2012,2012,False,"$10,000",clay,men
ITF Mendoza Men - 2012,2012,False,"$10,000",clay,men
ITF Neuquen 2 Men - 2011,2011,False,"$10,000",clay,men
ITF Neuquen 3 Men - 2012,2012,False,"$10,000",clay,men
ITF Neuquen 4 Men - 2012,2012,False,"$10,000",clay,men
ITF Posadas Men - 2012,2012,False,"$10,000",clay,men
ITF Resistencia Men - 2012,2012,False,"$10,000",clay,men
ITF Rio Cuarto Men - 2012,2012,False,"$10,000",clay,men
ITF Rosario 2 Men - 2012,2012,False,"$10,000",clay,men
ITF Rosario Men - 2012,2012,False,"$10,000",clay,men
ITF Santiago del Estero Men - 2012,2012,False,"$10,000",clay,men
ITF Villa Del Dique Men - 2013,2013,False,"$10,000",clay,men
ITF Villa Del Dique Men - 2012,2012,False,"$10,000",clay,men
Mendoza Challenger Men - 2016,2016,False,"$50,000",clay,men
San Juan Challenger Men - 2014,2014,False,"$40,000",clay,men
San Juan Challenger Men - 2013,2013,False,"$35,000",clay,men
San Juan Challenger Men - 2012,2012,False,"$35,000",clay,men
Villa Allende Challenger Men - 2012,2012,False,"$50,000",clay,men
Exhibition IPTL Men - 2016,2016,False,$0,hard,men
Exhibition IPTL Men - 2015,2015,False,$0,hard,men
Exhibition IPTL Men - 2014,2014,False,$0,hard,men
ATP Australian Open - 2019,2019,False,"A$24,950,000",hard,men
ATP Australian Open - 2018,2018,False,"A$22,000,000",hard,men
ATP Australian Open - 2017,2017,False,"A$15,000,000",hard,men
ATP Australian Open - 2016,2016,False,"A$15,000,000",hard,men
ATP Australian Open - 2015,2015,False,"A$15,166,000",hard,men
ATP Australian Open - 2014,2014,False,"A$12,626,000",hard,men
ATP Australian Open - 2013,2013,False,"$11,633,160",hard,men
ATP Australian Open - 2012,2012,False,"A$11,806,550",hard,men
ATP Australian Open - 2011,2011,False,"A$10,712,240",hard,men
ATP Australian Open - 2010,2010,False,"A$10,712,240",hard,men
ATP Australian Open - 2009,2009,False,"A$10,712,240",hard,men
ATP Brisbane - 2019,2019,False,"$527,880",hard,men
ATP Brisbane - 2018,2018,False,"$468,910",hard,men
ATP Brisbane - 2017,2017,False,"$437,380",hard,men
ATP Brisbane - 2016,2016,False,"$461,330",hard,men
ATP Brisbane - 2015,2015,False,"$494,310",hard,men
ATP Brisbane - 2014,2014,False,"$511,825",hard,men
ATP Brisbane - 2013,2013,False,"$494,230",hard,men
ATP Brisbane - 2012,2012,False,"$474,050",hard,men
ATP Brisbane - 2011,2011,False,$0,hard,men
ATP Brisbane - 2010,2010,False,"$424,250",hard,men
ATP Brisbane - 2009,2009,False,"$484,750",hard,men
ATP Hopman Cup - 2019,2019,False,$0,hard,men
ATP Hopman Cup - 2018,2018,False,$0,hard,men
ATP Hopman Cup - 2017,2017,False,$0,hard,men
ATP Hopman Cup - 2016,2016,False,$0,hard,men
ATP Hopman Cup - 2015,2015,False,$0,hard,men
ATP Hopman Cup - 2014,2014,False,$0,hard,men
ATP Hopman Cup - 2013,2013,False,$0,hard,men
ATP Hopman Cup - 2012,2012,False,$0,hard,men
ATP Hopman Cup - 2011,2011,False,$0,hard,men
ATP Hopman Cup - 2010,2010,False,$0,hard,men
ATP Hopman Cup - 2009,2009,False,$0,hard,men
ATP Sydney - 2019,2019,False,"$527,880",hard,men
ATP Sydney - 2018,2018,False,"$468,910",hard,men
ATP Sydney - 2017,2017,False,"$437,380",hard,men
ATP Sydney - 2016,2016,False,"$461,330",hard,men
ATP Sydney - 2015,2015,False,"$494,310",hard,men
ATP Sydney - 2014,2014,False,"$511,825",hard,men
ATP Sydney - 2013,2013,False,"$494,230",hard,men
ATP Sydney - 2012,2012,False,"$486,000",hard,men
ATP Sydney - 2011,2011,False,"$474,050",hard,men
ATP Sydney - 2010,2010,False,"$424,250",hard,men
ATP Sydney - 2009,2009,False,"$484,750",hard,men
Boys Australian Open - 2019,2019,False,$0,hard,men
Boys Australian Open - 2018,2018,False,$0,hard,men
Boys Australian Open - 2017,2017,False,$0,hard,men
Burnie Challenger Men - 2019,2019,False,"$54,160",hard,men
Burnie Challenger Men - 2018,2018,False,"$75,000",hard,men
Burnie Challenger Men - 2017,2017,False,"$75,000",hard,men
Burnie Challenger Men - 2015,2015,False,"$50,000",hard,men
Burnie Challenger Men - 2014,2014,False,"$50,000",hard,men
Burnie Challenger Men - 2013,2013,False,"$50,000",hard,men
Burnie Challenger Men - 2012,2012,False,"$50,000",hard,men
Burnie Challenger Men - 2011,2011,False,"$50,000",hard,men
Burnie Challenger Men - 2010,2010,False,"$50,000",hard,men
Burnie Challenger Men - 2009,2009,False,"$50,000",hard,men
Caloundra Challenger Men - 2012,2012,False,"$50,000",hard,men
Caloundra Challenger Men - 2011,2011,False,"$50,000",hard,men
Canberra 2 Challenger Men - 2018,2018,False,"$75,000",hard,men
Canberra 2 Challenger Men - 2017,2017,False,"$75,000",hard,men
Canberra 2 Challenger Men - 2016,2016,False,"$50,000",hard,men
Canberra Challenger Men - 2019,2019,False,"$54,160",hard,men
Canberra Challenger Men - 2018,2018,False,"$75,000",hard,men
Canberra Challenger Men - 2017,2017,False,"$75,000",hard,men
Canberra Challenger Men - 2016,2016,False,"$75,000",hard,men
Canberra Challenger Men - 2015,2015,False,"$50,000",hard,men
Exhibition Kooyong Men - 2019,2019,False,$0,hard,men
Exhibition Kooyong Men - 2018,2018,False,$0,hard,men
Exhibition Kooyong Men - 2017,2017,False,$0,hard,men
Exhibition Kooyong Men - 2016,2016,False,$0,hard,men
Exhibition Kooyong Men - 2015,2015,False,"$100,000",hard,men
Exhibition Kooyong Men - 2014,2014,False,"$100,000",hard,men
Exhibition Kooyong Men - 2013,2013,False,"$100,000",hard,men
Exhibition Kooyong Men - 2012,2012,False,"$100,000",hard,men
Exhibition Kooyong Men - 2011,2011,False,"$100,000",hard,men
Exhibition Kooyong Men - 2010,2010,False,"$100,000",hard,men
Exhibition Kooyong Men - 2009,2009,False,"$100,000",hard,men
Exhibition One Night With Federer & Hewitt Men - 2015,2015,False,$0,hard,men
Exhibition The Summer Set Men - 2015,2015,False,$0,hard,men
Exhibition World Tennis Challenge Men - 2019,2019,False,$0,hard,men
Exhibition World Tennis Challenge Men - 2018,2018,False,$0,hard,men
Exhibition World Tennis Challenge Men - 2017,2017,False,$0,hard,men
Exhibition World Tennis Challenge Men - 2016,2016,False,$0,hard,men
Exhibition World Tennis Challenge Men - 2015,2015,False,$0,hard,men
Exhibition World Tennis Challenge Men - 2014,2014,False,$0,hard,men
Exhibition World Tennis Challenge Men - 2013,2013,False,$0,hard,men
Exhibition World Tennis Challenge Men - 2012,2012,False,$0,hard,men
Exhibition World Tennis Challenge Men - 2011,2011,False,$0,hard,men
Girls Australian Open - 2019,2019,False,$0,hard,men
Girls Australian Open - 2018,2018,False,$0,hard,men
Girls Australian Open - 2017,2017,False,$0,hard,men
Happy Valley Challenger Men - 2017,2017,False,"$75,000",hard,men
Happy Valley Challenger Men - 2016,2016,False,"$75,000",hard,men
Happy Valley Challenger Men - 2015,2015,False,"$50,000",hard,men
ITF Alice Springs Men - 2012,2012,False,"$15,000",hard,men
ITF Bendigo Men - 2012,2012,False,"$15,000",hard,men
ITF Bundaberg Men - 2013,2013,False,"$15,000",clay,men
ITF Cairns Men - 2012,2012,False,"$15,000",hard,men
ITF Esperance Men - 2012,2012,False,"$15,000",hard,men
ITF Esperance Men - 2011,2011,False,"$15,000",hard,men
ITF Happy Valley Men - 2012,2012,False,"$15,000",hard,men
ITF Ipswich Men - 2013,2013,False,"$15,000",hard,men
ITF Ipswich Men - 2012,2012,False,"$15,000",hard,men
ITF Kalgoorlie Men - 2011,2011,False,"$25,000",hard,men
ITF Margaret River Men - 2012,2012,False,"$15,000",hard,men
ITF Mildura Men - 2013,2013,False,"$25,000",grass,men
ITF Port Pirie Men - 2012,2012,False,"$15,000",hard,men
ITF Toowoomba Men - 2012,2012,False,"$15,000",hard,men
ITF Traralgon Men - 2012,2012,False,"$15,000",hard,men
Launceston Challenger Men - 2019,2019,False,"$54,160",hard,men
Launceston Challenger Men - 2018,2018,False,"$75,000",hard,men
Launceston Challenger Men - 2017,2017,False,"$75,000",hard,men
Launceston Challenger Men - 2016,2016,False,"$75,000",hard,men
Launceston Challenger Men - 2015,2015,False,"$50,000",hard,men
Melbourne Challenger Men - 2013,2013,False,"$50,000",hard,men
Melbourne Challenger Men - 2009,2009,False,"$50,000",hard,men
Playford Challenger Men - 2019,2019,False,"$81,240",hard,men
Playford Challenger Men - 2018,2018,False,"$75,000",hard,men
Sydney Challenger Men - 2013,2013,False,"$50,000",hard,men
Traralgon 2 Challenger Men - 2014,2014,False,"$50,000",hard,men
Traralgon Challenger Men - 2018,2018,False,"$75,000",hard,men
Traralgon Challenger Men - 2017,2017,False,"$75,000",hard,men
Traralgon Challenger Men - 2016,2016,False,"$50,000",hard,men
Traralgon Challenger Men - 2015,2015,False,"$50,000",hard,men
Traralgon Challenger Men - 2014,2014,False,"$50,000",hard,men
Traralgon Challenger Men - 2013,2013,False,"$50,000",hard,men
West Lakes - Adelaide Challenger Men - 2014,2014,False,"$50,000",hard,men
West Lakes - Adelaide Challenger Men - 2013,2013,False,"$50,000",hard,men
ATP Kitzbuhel - 2018,2018,False,"ï¿½501,345",clay,men
ATP Kitzbuhel - 2017,2017,False,"ï¿½482,060",clay,men
ATP Kitzbuhel - 2016,2016,False,"ï¿½520,070",clay,men
ATP Kitzbuhel - 2015,2015,False,"ï¿½494,310",clay,men
ATP Kitzbuhel - 2014,2014,False,"ï¿½485,760",clay,men
ATP Kitzbuhel - 2013,2013,False,"ï¿½467,800",clay,men
ATP Kitzbuhel - 2012,2012,False,"ï¿½410,175",clay,men
ATP Kitzbuhel - 2011,2011,False,"ï¿½450,000",clay,men
ATP Kitzbuhel - 2009,2009,False,"ï¿½450,000",clay,men
ATP Vienna - 2018,2018,False,"ï¿½2,198,250",hard,men
ATP Vienna - 2017,2017,False,"ï¿½2,035,415",hard,men
ATP Vienna - 2016,2016,False,"ï¿½2,467,310",hard,men
ATP Vienna - 2015,2015,False,"ï¿½2,324,045",hard,men
ATP Vienna - 2014,2014,False,"ï¿½593,705",hard,men
ATP Vienna - 2013,2013,False,"ï¿½571,755",hard,men
ATP Vienna - 2012,2012,False,"ï¿½550,000",hard,men
ATP Vienna - 2011,2011,False,"ï¿½650,000",hard,men
ATP Vienna - 2010,2010,False,"ï¿½650,000",hard,men
ATP Vienna - 2009,2009,False,"ï¿½574,750",hard,men
ITF Bad Waltersdorf Men - 2012,2012,False,"$10,000",clay,men
ITF Fieberbrunn Men - 2012,2012,False,"$10,000",clay,men
ITF Innsbruck Men - 2012,2012,False,"$10,000",clay,men
ITF Kramsach Men - 2012,2012,False,"$10,000",clay,men
ITF Poertschach Men - 2012,2012,False,"$10,000",clay,men
ITF Seefeld Men - 2013,2013,False,"$10,000",clay,men
ITF St. Poelten Men - 2012,2012,False,"$10,000",clay,men
ITF Telfs Men - 2012,2012,False,"$10,000",clay,men
ITF Wels Men - 2012,2012,False,"$10,000",clay,men
Salzburg Challenger Men - 2011,2011,False,"ï¿½42,500",hard,men
Salzburg Challenger Men - 2010,2010,False,"ï¿½42,500",hard,men
Salzburg Challenger Men - 2009,2009,False,"ï¿½64,000",hard,men
ITF Manama Men - 2013,2013,False,"$10,000",hard,men
ITF Manama Men - 2012,2012,False,"$10,000",hard,men
ATP Antwerp - 2018,2018,False,"ï¿½612,755",hard,men
ATP Antwerp - 2017,2017,False,"ï¿½589,185",hard,men
ATP Antwerp - 2016,2016,False,"ï¿½635,645",hard,men
Bercuit Challenger Men - 2012,2012,False,"ï¿½42,500",clay,men
Santos Challenger Men - 2016,2016,False,"$40,000",clay,men
Santos Challenger Men - 2015,2015,False,"$50,000",clay,men
Santos Challenger Men - 2014,2014,False,"$40,000",clay,men
Santos Challenger Men - 2013,2013,False,"$35,000",clay,men
Santos Challenger Men - 2012,2012,False,"$35,000",clay,men
Santos Challenger Men - 2011,2011,False,"$35,000",clay,men
Sao Jose Do Rio Preto Challenger Men - 2013,2013,False,"$50,000",clay,men
Sao Jose Do Rio Preto Challenger Men - 2011,2011,False,"$50,000",clay,men
Sao Leopoldo Challenger Men - 2012,2012,False,"$35,000",clay,men
Sao Leopoldo Challenger Men - 2011,2011,False,"$35,000",clay,men
Sao Paulo 2 Challenger Men - 2015,2015,False,"$50,000",clay,men
Sao Paulo 2 Challenger Men - 2014,2014,False,"$40,000",clay,men
Sao Paulo 2 Challenger Men - 2013,2013,False,"$50,000",clay,men
Sao Paulo 2 Challenger Men - 2012,2012,False,"$35,000",clay,men
Sao Paulo 2 Challenger Men - 2010,2010,False,"$35,000",clay,men
Sao Paulo 2 Challenger Men - 2009,2009,False,"$35,000",clay,men
Sao Paulo 3 Challenger Men - 2013,2013,False,"$50,000",clay,men
Sao Paulo 4 Challenger Men - 2013,2013,False,"$35,000",clay,men
Sao Paulo Challenger Men - 2016,2016,False,"$50,000",clay,men
Sao Paulo Challenger Men - 2015,2015,False,"$50,000",clay,men
Sao Paulo Challenger Men - 2014,2014,False,"$125,000",clay,men
Sao Paulo Challenger Men - 2013,2013,False,"$125,000",clay,men
Sao Paulo Challenger Men - 2012,2012,False,"$35,000",clay,men
Sao Paulo Challenger Men - 2011,2011,False,"$100,000",clay,men
Sao Paulo Challenger Men - 2010,2010,False,"$125,000",clay,men
ATP Sofia - 2019,2019,False,"ï¿½524,340",hard,men
ATP Sofia - 2018,2018,False,"ï¿½501,345",hard,men
ATP Sofia - 2017,2017,False,"ï¿½482,060",hard,men
ATP Sofia - 2016,2016,False,"ï¿½520,070",hard,men
ITF Haskovo Men - 2013,2013,False,"$10,000",clay,men
ITF Plovdiv Men - 2013,2013,False,"$10,000",clay,men
ITF Sofia Men - 2013,2013,False,"$10,000",clay,men
ITF Varna Men - 2013,2013,False,"$10,000",clay,men
Sofia Challenger Men - 2009,2009,False,"$110,000",clay,men
ITF Bujumbura Men - 2012,2012,False,"$10,000",clay,men
ITF Phnom Penh 2 Men - 2012,2012,False,"$10,000",hard,men
ITF Phnom Penh 3 Men - 2012,2012,False,"$10,000",hard,men
ITF Phnom Penh Men - 2012,2012,False,"$10,000",hard,men
ATP Montreal - 2017,2017,False,"$4,662,300",hard,men
ATP Montreal - 2015,2015,False,"$3,587,490",hard,men
ATP Montreal - 2013,2013,False,"$3,496,085",hard,men
ATP Montreal - 2011,2011,False,"$3,000,000",hard,men
ATP Montreal - 2009,2009,False,"$3,000,000",hard,men
ATP Toronto - 2018,2018,False,"$5,939,970",hard,men
ATP Toronto - 2016,2016,False,"$4,691,730",hard,men
ATP Toronto - 2014,2014,False,"$3,766,270",hard,men
ATP Toronto - 2012,2012,False,"$3,218,700",hard,men
ATP Toronto - 2010,2010,False,"$3,000,000",hard,men
Calgary Challenger Men - 2018,2018,False,"$75,000",hard,men
Drummondville Challenger Men - 2019,2019,False,"$54,160",hard,men
Drummondville Challenger Men - 2018,2018,False,"$75,000",hard,men
Drummondville Challenger Men - 2017,2017,False,"$50,000",hard,men
Drummondville Challenger Men - 2016,2016,False,"$50,000",hard,men
Drummondville Challenger Men - 2015,2015,False,"$50,000",hard,men
Gatineau Challenger Men - 2018,2018,False,"$75,000",hard,men
Gatineau Challenger Men - 2017,2017,False,"$75,000",hard,men
Gatineau Challenger Men - 2016,2016,False,"$75,000",hard,men
tournament_id,year,doubles,prize_money,surface,sex
Granby Challenger Men - 2018,2018,False,"$100,000",hard,men
Granby Challenger Men - 2017,2017,False,"$100,000",hard,men
Granby Challenger Men - 2016,2016,False,"$100,000",hard,men
Granby Challenger Men - 2015,2015,False,"$100,000",hard,men
Granby Challenger Men - 2014,2014,False,"$50,000",hard,men
Granby Challenger Men - 2013,2013,False,"$50,000",hard,men
Granby Challenger Men - 2012,2012,False,"$50,000",hard,men
Granby Challenger Men - 2011,2011,False,"$50,000",hard,men
Granby Challenger Men - 2010,2010,False,"$50,000",hard,men
Granby Challenger Men - 2009,2009,False,"$50,000",hard,men
ITF Gatineau Men - 2013,2013,False,"$15,000",hard,men
ITF Gatineau Men - 2012,2012,False,"$15,000",hard,men
ITF Markham Men - 2012,2012,False,"$15,000",hard,men
ITF Mississauga Men - 2012,2012,False,"$15,000",hard,men
ITF Sherbrooke Men - 2013,2013,False,"$15,000",hard,men
ITF Sherbrooke Men - 2012,2012,False,"$15,000",hard,men
ITF Toronto 2 Men - 2012,2012,False,"$15,000",hard,men
ITF Toronto Men - 2012,2012,False,"$15,000",clay,men
ITF Winnipeg Men - 2012,2012,False,"$15,000",hard,men
Rimouski Challenger Men - 2014,2014,False,"$40,000",hard,men
Rimouski Challenger Men - 2013,2013,False,"$35,000",hard,men
Rimouski Challenger Men - 2012,2012,False,"$35,000",hard,men
Rimouski Challenger Men - 2011,2011,False,"$35,000",hard,men
Rimouski Challenger Men - 2010,2010,False,"$35,000",hard,men
Vancouver Challenger Men - 2018,2018,False,"$100,000",hard,men
Vancouver Challenger Men - 2017,2017,False,"$100,000",hard,men
Vancouver Challenger Men - 2015,2015,False,"$100,000",hard,men
Vancouver Challenger Men - 2014,2014,False,"$100,000",hard,men
Vancouver Challenger Men - 2013,2013,False,"$100,000",hard,men
Vancouver Challenger Men - 2012,2012,False,"$100,000",hard,men
Vancouver Challenger Men - 2011,2011,False,"$100,000",hard,men
Vancouver Challenger Men - 2010,2010,False,"$100,000",hard,men
Vancouver Challenger Men - 2009,2009,False,"$100,000",hard,men
Winnipeg Challenger Men - 2019,2019,False,"$54,160",hard,men
Winnipeg Challenger Men - 2018,2018,False,"$75,000",hard,men
Winnipeg Challenger Men - 2017,2017,False,"$75,000",hard,men
Winnipeg Challenger Men - 2016,2016,False,"$75,000",hard,men
ATP Santiago - 2011,2011,False,"$450,000",clay,men
ATP Santiago - 2010,2010,False,"$450,000",clay,men
ATP Vina del Mar - 2014,2014,False,"$485,760",clay,men
ATP Vina del Mar - 2013,2013,False,"$467,800",clay,men
ATP Vina del Mar - 2012,2012,False,"$450,000",clay,men
ATP Vina del Mar - 2009,2009,False,"$496,750",clay,men
ITF Concon Men - 2012,2012,False,"$10,000",clay,men
ITF Osorno Men - 2012,2012,False,"$10,000",clay,men
ITF Osorno Men - 2011,2011,False,"$10,000",clay,men
ITF Quillota Men - 2012,2012,False,"$10,000",clay,men
ITF Santiago 2 Men - 2013,2013,False,"$10,000",clay,men
ITF Santiago 2 Men - 2012,2012,False,"$10,000",clay,men
ITF Santiago 3 Men - 2013,2013,False,"$15,000",clay,men
ITF Santiago 6 Men - 2012,2012,False,"$10,000",clay,men
ITF Santiago Men - 2013,2013,False,"$10,000",clay,men
ITF Santiago Men - 2012,2012,False,"$10,000",clay,men
ITF Talca Men - 2011,2011,False,"$10,000",hard,men
ITF Temuco Men - 2012,2012,False,"$10,000",clay,men
ITF Temuco Men - 2011,2011,False,"$10,000",clay,men
ITF Villa Alemana Men - 2011,2011,False,"$10,000",clay,men
ITF Vina del Mar Men - 2012,2012,False,"$10,000",clay,men
ITF Vina del Mar Men - 2011,2011,False,"$10,000",clay,men
ITF Osorno Men - 2012,2012,False,"$10,000",clay,men
ITF Vina del Mar Men - 2012,2012,False,"$10,000",clay,men
ITF Vina del Mar Men - 2011,2011,False,"$10,000",clay,men
Wuhai Challenger Men - 2011,2011,False,$0,hard,men
Wuhan Challenger Men - 2012,2012,False,"$50,000",hard,men
Zhangjiagang Challenger Men - 2019,2019,False,"$54,160",hard,men
Zhangjiagang Challenger Men - 2018,2018,False,"$50,000",hard,men
Zhangjiagang Challenger Men - 2017,2017,False,"$50,000",hard,men
Zhuhai Challenger Men - 2019,2019,False,"$54,160",hard,men
Zhuhai Challenger Men - 2018,2018,False,"$75,000",hard,men
Zhuhai Challenger Men - 2017,2017,False,"$50,000",hard,men
Zhuhai Challenger Men - 2016,2016,False,"$50,000",hard,men
ATP Bogota - 2015,2015,False,"$768,915",hard,men
ATP Bogota - 2014,2014,False,"$727,000",hard,men
ATP Bogota - 2013,2013,False,"$727,685",hard,men
Barranquilla Challenger Men - 2016,2016,False,"$50,000",clay,men
Barranquilla Challenger Men - 2015,2015,False,"$50,000",clay,men
Barranquilla Challenger Men - 2014,2014,False,"$40,000",clay,men
Barranquilla Challenger Men - 2013,2013,False,"$50,000",clay,men
Barranquilla Challenger Men - 2012,2012,False,"$50,000",clay,men
Barranquilla Challenger Men - 2011,2011,False,"$35,000",clay,men
Bogota 2 Challenger Men - 2011,2011,False,"$125,000",clay,men
Bogota 2 Challenger Men - 2010,2010,False,"$125,000",clay,men
Bogota 2 Challenger Men - 2009,2009,False,"$125,000",clay,men
Bogota 3 Challenger Men - 2010,2010,False,"$75,000",clay,men
Bogota 3 Challenger Men - 2009,2009,False,"$75,000",clay,men
Bogota Challenger Men - 2017,2017,False,"$50,000",clay,men
Bogota Challenger Men - 2016,2016,False,"$75,000",clay,men
Bogota Challenger Men - 2015,2015,False,"$50,000",clay,men
Bogota Challenger Men - 2013,2013,False,"$125,000",clay,men
Bogota Challenger Men - 2012,2012,False,"$125,000",clay,men
Bogota Challenger Men - 2010,2010,False,"$125,000",clay,men
Bogota Challenger Men - 2009,2009,False,"$125,000",clay,men
Cali 2 Challenger Men - 2014,2014,False,"$40,000",clay,men
Cali Challenger Men - 2017,2017,False,"$50,000",clay,men
Cali Challenger Men - 2016,2016,False,"$50,000",clay,men
Cali Challenger Men - 2015,2015,False,"$50,000",clay,men
Cali Challenger Men - 2014,2014,False,"$40,000",clay,men
Cali Challenger Men - 2013,2013,False,"$50,000",clay,men
Cali Challenger Men - 2012,2012,False,"$75,000",clay,men
Cali Challenger Men - 2011,2011,False,"$75,000",clay,men
Cali Challenger Men - 2010,2010,False,"$75,000",clay,men
Cali Challenger Men - 2009,2009,False,"$75,000",clay,men
Floridablanca Challenger Men - 2017,2017,False,"$50,000",clay,men
Floridablanca Challenger Men - 2016,2016,False,"$50,000",clay,men
Floridablanca Challenger Men - 2015,2015,False,"$50,000",clay,men
Floridablanca Challenger Men - 2014,2014,False,"$40,000",clay,men
Floridablanca Challenger Men - 2013,2013,False,"$35,000",clay,men
Floridablanca Challenger Men - 2012,2012,False,"$35,000",clay,men
Floridablanca Challenger Men - 2011,2011,False,"$35,000",clay,men
Floridablanca Challenger Men - 2010,2010,False,"$35,000",clay,men
Floridablanca Challenger Men - 2009,2009,False,"$35,000",clay,men
ITF Bogota Men - 2013,2013,False,"$15,000",clay,men
ITF Medellin Men - 2012,2012,False,"$15,000",clay,men
ITF Pereira Men - 2013,2013,False,"$15,000",clay,men
ITF Villavicencio Men - 2012,2012,False,"$15,000",clay,men
Medellin Challenger Men - 2017,2017,False,"$50,000",clay,men
Medellin Challenger Men - 2016,2016,False,"$50,000",clay,men
Medellin Challenger Men - 2015,2015,False,"$50,000",clay,men
Medellin Challenger Men - 2014,2014,False,"$50,000",clay,men
Medellin Challenger Men - 2013,2013,False,"$50,000",clay,men
Medellin Challenger Men - 2012,2012,False,"$50,000",clay,men
Medellin Challenger Men - 2011,2011,False,"$50,000",clay,men
Medellin Challenger Men - 2010,2010,False,"$50,000",clay,men
Medellin Challenger Men - 2009,2009,False,"$50,000",clay,men
Medellin Challenger Men - 2008,2008,False,"$35,000",clay,men
Pereira Challenger Men - 2015,2015,False,"$50,000",clay,men
Pereira Challenger Men - 2014,2014,False,"$40,000",clay,men
Pereira Challenger Men - 2013,2013,False,"$50,000",clay,men
Pereira Challenger Men - 2012,2012,False,"$50,000",clay,men
Pereira Challenger Men - 2011,2011,False,"$50,000",clay,men
Pereira Challenger Men - 2010,2010,False,"$50,000",clay,men
Pereira Challenger Men - 2009,2009,False,"$35,000",clay,men
San Jose Challenger Men - 2011,2011,False,"$50,000",hard,men
ATP Umag - 2018,2018,False,"€501,345",clay,men
ATP Umag - 2017,2017,False,"€482,060",clay,men
ATP Umag - 2016,2016,False,"€520,070",clay,men
ATP Umag - 2015,2015,False,"€494,310",clay,men
ATP Umag - 2014,2014,False,"€467,800",clay,men
ATP Umag - 2013,2013,False,"€467,800",clay,men
ATP Umag - 2012,2012,False,"€410,175",clay,men
ATP Umag - 2011,2011,False,"€450,000",clay,men
ATP Umag - 2010,2010,False,"€450,000",clay,men
ATP Umag - 2009,2009,False,"€450,000",clay,men
ATP Zagreb - 2015,2015,False,"€494,310",hard,men
ATP Zagreb - 2014,2014,False,"€485,760",hard,men
ATP Zagreb - 2013,2013,False,"€467,800",hard,men
ATP Zagreb - 2012,2012,False,"€450,000",hard,men
ATP Zagreb - 2011,2011,False,"€450,000",hard,men
ATP Zagreb - 2010,2010,False,"€450,000",hard,men
ATP Zagreb - 2009,2009,False,"€450,000",hard,men
ITF Dubrovnik 2 Men - 2012,2012,False,"$15,000",clay,men
ITF Dubrovnik Men - 2012,2012,False,"$15,000",clay,men
ITF Dubrovnik Men - 2011,2011,False,"$15,000",clay,men
ITF Osijek Men - 2012,2012,False,"$10,000",clay,men
ITF Rovinj Men - 2013,2013,False,"$10,000",clay,men
ITF Rovinj Men - 2012,2012,False,"$10,000",clay,men
